ID,CATEGORY_ID,FILE_ID,FRAN_NAME,CREATED_AT
287,1,14,벤투스커피,2025-11-03 16:31:47
288,1,14,카페홀릭,2025-11-03 16:31:47
289,1,14,구스띠모,2025-11-03 16:31:47
290,1,101,터치카페,2025-11-03 16:31:47
291,1,14,소곰커피,2025-11-03 16:31:47
292,1,102,엑스엑스 커피메이커,2025-11-03 16:31:47
293,1,103,#힘이나는커피생활,2025-11-03 16:31:47
294,1,14,루메(LUME),2025-11-03 16:31:47
295,1,14,jay coffee,2025-11-03 16:31:47
296,1,14,COFFEE YAS(커피야스),2025-11-03 16:31:47
297,1,104,록시드갸토(LOXID GATEAU),2025-11-03 16:31:47
298,1,105,베이리프커피(BAYLEEF COFFEE),2025-11-03 16:31:47
299,1,106,반달커피,2025-11-03 16:31:47
300,1,107,페어런츠,2025-11-03 16:31:47
301,1,14,후드,2025-11-03 16:31:47
302,1,108,밸라다(BELLADA),2025-11-03 16:31:47
303,1,109,프롬하츠(FROM HEARTS),2025-11-03 16:31:47
304,1,14,디커피,2025-11-03 16:31:47
305,1,14,헬리빈커피(HELIBEAN COFFEE),2025-11-03 16:31:47
306,1,110,감프커피,2025-11-03 16:31:47
307,1,111,기기커피,2025-11-03 16:31:47
308,1,14,ESLOW COFFEE,2025-11-03 16:31:47
309,1,14,미드테이블커피 (MIDT COFFEE),2025-11-03 16:31:47
310,1,112,화 커피(WHA COFFEE),2025-11-03 16:31:47
311,1,113,씨이십칠(C27),2025-11-03 16:31:47
312,1,14,커피인류,2025-11-03 16:31:47
313,1,114,도노텀블,2025-11-03 16:31:47
314,1,14,커피달램,2025-11-03 16:31:47
315,1,14,대한커피,2025-11-03 16:31:47
316,1,14,와타빈(WATABEAN),2025-11-03 16:31:47
317,1,14,화이트오울,2025-11-03 16:31:47
318,1,14,토스트카페토스&#39;톡,2025-11-03 16:31:47
319,1,14,코코부코,2025-11-03 16:31:47
320,1,14,라포미(LAFORME),2025-11-03 16:31:47
321,1,115,언더커피(under coffee),2025-11-03 16:31:47
322,1,14,머그디저트랩,2025-11-03 16:31:47
323,1,14,베티스 커피,2025-11-03 16:31:47
324,1,14,플랜티,2025-11-03 16:31:47
325,1,14,남토하우스,2025-11-03 16:31:47
326,1,14,올차,2025-11-03 16:31:47
327,1,14,라드커피(LAD COFFEE),2025-11-03 16:31:47
328,1,116,디에떼에스프레소,2025-11-03 16:31:47
329,1,14,팬도로시,2025-11-03 16:31:47
330,1,14,1847,2025-11-03 16:31:47
331,1,117,허니빈스(HoneyBean&#39;s),2025-11-03 16:31:47
332,1,14,PLAN(플랜),2025-11-03 16:31:47
333,1,14,아티클(ARTICLE),2025-11-03 16:31:47
334,1,14,더블업,2025-11-03 16:31:47
335,1,118,카페루앤비,2025-11-03 16:31:47
336,1,14,플랫폼엘(Platform L),2025-11-03 16:31:47
337,1,14,지구별관,2025-11-03 16:31:47
338,1,14,나를 위한 하루 날 위한 커피,2025-11-03 16:31:47
339,1,14,더피터커피,2025-11-03 16:31:47
340,1,14,카페홈즈(Cafe Homes),2025-11-03 16:31:47
341,1,14,실버라운지(SILVER lounge),2025-11-03 16:31:47
342,1,14,키브(Kiv),2025-11-03 16:31:47
343,1,14,카페마틸다,2025-11-03 16:31:47
344,1,119,스위티두,2025-11-03 16:31:47
345,1,14,커피닷컴,2025-11-03 16:31:47
346,1,14,카페에스파니,2025-11-03 16:31:47
347,1,14,캐롤커피,2025-11-03 16:31:47
348,1,14,몰타,2025-11-03 16:31:47
349,1,14,32커피,2025-11-03 16:31:47
350,1,14,키로커피(kilo coffee),2025-11-03 16:31:47
351,1,14,시선,2025-11-03 16:31:47
352,1,120,떼루와,2025-11-03 16:31:47
353,1,14,카페브루빈(cafe BREWBEAN),2025-11-03 16:31:47
354,1,121,커피기업,2025-11-03 16:31:47
355,1,14,크로플다일,2025-11-03 16:31:47
356,1,14,도비즈커피,2025-11-03 16:31:47
357,1,122,1L 커피특별시,2025-11-03 16:31:47
358,1,14,카페보그너,2025-11-03 16:31:47
359,1,123,언빌리버블(unbeliebubble),2025-11-03 16:31:47
360,1,124,성별 에이유,2025-11-03 16:31:47
361,1,125,디오니 카페,2025-11-03 16:31:47
362,1,14,커피공감,2025-11-03 16:31:47
363,1,14,9cafe,2025-11-03 16:31:47
364,1,14,더크림(THE CREAM),2025-11-03 16:31:47
365,1,14,플리커피,2025-11-03 16:31:47
366,1,14,매크로커피,2025-11-03 16:31:47
367,1,14,식물학,2025-11-03 16:31:47
368,1,14,하와더카페,2025-11-03 16:31:47
369,1,126,더치앤빈,2025-11-03 16:31:47
370,1,127,진심커피,2025-11-03 16:31:47
371,1,14,디키,2025-11-03 16:31:47
372,1,14,몬트커피(Mond coffee),2025-11-03 16:31:47
373,1,128,블레스롤(Bless Roll),2025-11-03 16:31:47
374,1,129,휴게소,2025-11-03 16:31:47
375,1,14,이구아나,2025-11-03 16:31:47
376,1,130,바나프레소,2025-11-03 16:31:47
377,1,131,카페야(Cafe Yah),2025-11-03 16:31:47
378,1,14,배달의카페,2025-11-03 16:31:47
379,1,14,WHO SEEK,2025-11-03 16:31:47
380,1,14,스므으커피,2025-11-03 16:31:47
381,1,14,블랙로럴스커피(Black Laurels Coffee),2025-11-03 16:31:47
382,1,14,그릭박스,2025-11-03 16:31:47
383,1,14,띵크프룻,2025-11-03 16:31:47
384,1,14,흑운당,2025-11-03 16:31:47
385,1,14,올디스커피 ALL THIS COFFEE,2025-11-03 16:31:47
386,1,14,휘카페(Whicafe),2025-11-03 16:31:47
387,1,132,어오케이커피(A.OK COFFEE),2025-11-03 16:31:47
388,1,14,루아 푸푸 커피,2025-11-03 16:31:47
389,1,14,국대커피,2025-11-03 16:31:47
390,1,14,빅피처커피,2025-11-03 16:31:47
391,1,14,DEBART (드바르트),2025-11-03 16:31:47
392,1,14,노스티,2025-11-03 16:31:47
393,1,14,나리꼬모,2025-11-03 16:31:47
394,1,133,오우야에스프레소바,2025-11-03 16:31:47
395,1,134,OPPA COFFEE(오피피에이 커피),2025-11-03 16:31:47
396,1,14,가배원COFFEE,2025-11-03 16:31:47
397,1,14,베타테일,2025-11-03 16:31:47
398,1,135,랑데자뷰(RENDEJAVOUS),2025-11-03 16:31:47
399,1,136,태산커피,2025-11-03 16:31:47
400,1,137,The 대단한커피,2025-11-03 16:31:47
401,1,138,아토커피,2025-11-03 16:31:47
402,1,139,사운드빈 (Sound bean),2025-11-03 16:31:47
403,1,14,카페 길우,2025-11-03 16:31:47
404,1,14,한글153,2025-11-03 16:31:47
405,1,14,아띠블라썸,2025-11-03 16:31:47
406,1,14,바리스타미스김,2025-11-03 16:31:47
407,1,14,제이제이로스터스,2025-11-03 16:31:47
408,1,140,챔스빈커피,2025-11-03 16:31:47
409,1,141,포텐24셀프카페,2025-11-03 16:31:47
410,1,142,날쌘카페,2025-11-03 16:31:47
411,1,14,수카페24,2025-11-03 16:31:47
412,1,14,카페베르냐노 1882,2025-11-03 16:31:47
413,1,14,티블랙,2025-11-03 16:31:47
414,1,14,카페 베리타스,2025-11-03 16:31:47
415,1,143,더카페드림,2025-11-03 16:31:47
416,1,14,카페투이,2025-11-03 16:31:47
417,1,14,ABC커피,2025-11-03 16:31:47
418,1,144,조커커피(JOKER COFFEE),2025-11-03 16:31:47
419,1,145,컬러인커피,2025-11-03 16:31:47
420,1,14,쪼오꼬,2025-11-03 16:31:47
421,1,14,카페 루밍아이리스,2025-11-03 16:31:47
422,1,14,라센다 커피,2025-11-03 16:31:47
423,1,14,TOGETHER COFFEE  (투게더커피),2025-11-03 16:31:47
424,1,146,피카커피,2025-11-03 16:31:47
